,Channel_Name,Language,Tags,Last Played Game,Game ID,ChannelID,Count
1033,lec,en,"['Esports', 'English']",League of Legends,21779,124422593,11453
1034,lestream,fr,['Français'],Just Chatting,509658,147337432,71728
1035,lightinthefog,en,"['LightintheFog', 'LITF', 'English']",Dead by Daylight,491487,674330140,9
1036,looksam,ko,"['hearthstone', 'justchatting', 'leagueoflegends', 'lostark', '한국어']",Minecraft,27471,62356185,20260
1037,lifecoach1981,en,"['Hardcore', 'English']",Balatro,745589378,58351323,11689
1038,linkus7,en,"['English', 'Randomizer']",The Legend of Zelda: The Wind Waker HD,368205,36066935,19571
1039,lla,es,"['LLA', 'LATAM', 'LOLLATAM', 'Español', 'legueofleguends', 'lolcitox100pre']",League of Legends,21779,142055874,24468
1040,lco,en,"['Oceania', 'LCO', 'English', 'Playoffs']",League of Legends,21779,641991386,42
1041,liok0485,ko,"['순당무', '한국어', '정글', '원딜', '미드', '서폿', '일본서버', '일본어', '日本語']",League of Legends,21779,445859940,10083
1042,lvpes,es,"['Esports', 'Español', 'leagueoflegends', 'Worlds', 'Lolesports', 'Drop', 'superliga']",League of Legends,21779,22346597,50958
1043,loltyler1,en,['English'],League of Legends,21779,51496027,372654
1044,leffen,en,['English'],2XKO,774680424,53831525,21805
1045,limmy,en,"['Scottish', 'Cosy', '49', 'English']",Just Chatting,509658,10386664,30153
1046,lizzvega,en,"['English', 'music', 'spanish', 'harp', 'arpa', 'musica', 'Acoustic']",Music,26936,77048073,2987
1047,lunaoni,en,"['LGBT', 'RP', 'English', 'Vtuber', 'Vampire', 'NoPixel']",Baldur's Gate 3,512923,50127647,17866
1048,lysium,en,"['Filipino', 'React', 'Variety', 'ADHD', 'Gamer', 'NoPixel', 'English', 'RP', 'Roleplay', 'Asian']",Grand Theft Auto V,32982,44574567,29008
1049,lilsimsie,en,"['SheHer', 'English', 'FamilyFriendly', 'ClosedCaptions']",The Sims 4,369252,109809539,29179
1050,loserfruit,en,"['English', 'Australian', 'ragefree', 'punswelcome', '16thbestgamer', 'Embarassador', 'PrimeSubsWelcome', 'OilersWelcome']",Just Chatting,509658,41245072,31146
1051,lumeifei,pt,"['Edoso', 'Mobile', 'Gacha', 'Lumei', 'Português']",Black Myth: Wukong,519291,35860120,7418
1052,littlebigwhale,fr,['Français'],VALORANT,516575,121652526,29322
1053,loud_coringa,pt,"['Português', 'loudcoringa', 'LOUD']",Black Myth: Wukong,519291,569325723,238785
1054,latesitoo,es,"['late', 'latesitoo', 'papudespierta', 'lacasadelosfamosos', 'onecoin', 'Treithaestuvoaqui', 'Español']",Just Chatting,509658,134037766,168
1055,lelisdota,en,['English'],Dota 2,29595,39777954,11458
1056,letshe,de,"['Deutsch', 'Fortnite', 'BattleRoyale', 'C5S4', 'Season4']",Fortnite,33214,182427515,24770
1057,luckyghost,en,"['English', 'drops']",Warframe,66170,161444554,13287
1058,luisormenoa27,es,['Español'],I'm Only Sleeping,498592,175779148,9521
1059,lyon3k,zh,"['雞塊渣男', '旗山國國王', '高金生', '中文', '色狗', '下飯操作', '台灣7TV推廣員', 'Rank1Bard', 'English']",Escape from Tarkov,491931,107957221,7889
1060,linfufu,zh,"['台灣', '戶外', '搞笑', '美食', '寵物', '生活', '中文', 'irl', '唱歌']",Just Chatting,509658,141055390,14750
1061,ljh0328,ko,['한국어'],Just Chatting,509658,133773012,9377
1062,lpl,en,"['Esports', 'English']",League of Legends,21779,124425627,95036
1063,liminhag0d,pt,['Português'],Counter-Strike,32399,77573531,61430
1064,lirik,en,"['English', 'DropsEnabled']",Just Chatting,509658,23161357,214679
1065,loeya,en,"['Cats', 'BattleRoyale', 'English', 'Dictatorship']",Fortnite,33214,166279350,34431
1066,loru77,ru,"['Музыка', 'Любовь', 'Нефрик', 'Русский']",Dota 2,29595,242993644,15402
1067,loud_thurzin,pt,['Português'],Garena Free Fire,502732,569327531,59956
1068,kyle,en,['English'],The Isle,490948,154425624,73643
1069,lapi,fr,['Français'],World of Warcraft,18122,44806759,9808
1070,lilballzlolz,zh,['中文'],Path of Exile,29307,82387617,7070
1071,low4n,fr,"['Français', 'legoatdustreaming', 'COD']",Call of Duty: Warzone,512710,35828637,21995
1072,luckychamu,en,['English'],Call of Duty: Warzone,512710,143646010,16578
1073,lett,pt,"['tribo', 'csgo', 'lett', 'Português']",Counter-Strike,32399,166136550,54
1074,lightfurylf,th,"['บรรยายการแข่งขัน', 'หลังเขา', 'LFTV', 'ไทย', 'ภาษาไทย']",Dota 2,29595,146982508,14772
1075,lilypichu,en,['English'],Street Fighter 6,55453844,31106024,106529
1076,llobeti4,es,['Español'],Just Chatting,509658,111297998,42327
1077,lolypokicake,fr,['Français'],Grand Theft Auto V,32982,410299002,33287
1078,lebouseuh,fr,"['Crouton', 'Français', 'justchatting']",Just Chatting,509658,96562014,38834
1079,legoo,tr,['Türkçe'],VALORANT,516575,138111494,59664
1080,leopard,en,"['Sarcasm', 'MaleEntertainer', 'VisualASMR', 'English']",Just Chatting,509658,16995144,11239
1081,loopooyt,fr,['Français'],Slots,498566,106647842,15477
1082,lol_cuvee,ko,['한국어'],League of Legends,21779,153036354,9053
1083,loud_jordan,pt,['Português'],Garena Free Fire,502732,660006987,7530
1084,m0xyy,en,"['English', 'throwing', 'Furry']",Apex Legends,511224,69012069,30464
1085,ma_mwa,ko,['한국어'],Games + Demos,66082,161982841,11218
1086,maailinh,pl,"['Polski', 'pro', 'gamer', 'xd']",Match Masters,1070994579,84495343,14053
1087,kyliebitkin,en,"['English', 'Roleplay', 'LGBTＱ', 'RP', 'GTARP', 'skibidi', 'Woman']",Grand Theft Auto V,32982,41568677,35783
1088,leehunnyeo,ko,['한국어'],Just Chatting,509658,137612832,7558
1089,leynainu,en,leynainu,ASMR,509659,61974931,85338
1090,lobanjicaa,en,"['pro', 'csgo', 'English', 'skins', 'funny', 'gaming', 'fpl', 'gambling', 'slots', 'money']",Slots,498566,126902046,16679
1091,lpgjustjohnny,de,['Deutsch'],Teamfight Tactics,513143,88239974,18762
1092,lubatv,pt,"['Português', 'reacts', 'memes']",Just Chatting,509658,142546050,1754
1093,lucroan,en,"['English', 'survival', 'rust', 'raids', 'PvP', 'drops']",Rust,263490,24823694,9250
1094,lululuvely,en,"['rank', 'chill', 'Lurker', 'FPS', 'English', 'ADHD']",Apex Legends,511224,94875296,65223
1095,lck,en,"['Esports', 'English']",League of Legends,21779,124425501,100462
1096,leechunhyang,ko,['한국어'],Just Chatting,509658,138391313,19172
1097,lenonns,pt,"['lenonns', 'pvp', 'fivem', 'Português', 'ns', 'metropolegg', 'metropole']",Virtual Casino,29452,133136019,4449
1098,luzu,es,"['Luzu', 'Español', 'minecraft', 'Hardcore']",Slither.io,492303,66370849,8530
1099,lyonwgflive,it,['Italiano'],Escape from Tarkov,491931,31561517,108738
1100,m3traneo,ru,"['Русский', 'dota2', 'tournaments', 'dota', 'cs', '9INE', 'Permitta', 'YaLLa', 'Compass']",Counter-Strike,32399,75645599,8792
1101,maximilian_dood,en,"['marvel', 'mortal', 'kombat', 'killerinstinct', 'capcom', 'finalfantasyvii', 'streetfighter', 'max', 'maximilian', 'dood']",Black Myth: Wukong,519291,30104304,80946
1102,maximusblack,en,"['rp', 'GTA5', 'blackgamer', 'English']",Grand Theft Auto V,32982,23945610,8236
1103,mayapie1,zh,"['點擊可新增標籤', '中文']",MapleStory,19976,36464131,5749
1104,mimiluckying,zh,"['休閒娛樂', '技術台', '耍白癡', '尊重友善包容', '中文', '启用掉宝']",Dungeonborne,493716463,102192603,6326
1105,mitchflowerpower,en,"['English', 'retro', 'Platformer', 'speedrunning', 'ChallengeRun']",Super Mario Bros. 3,9455,23317308,3821
1106,momonkunn,es,"['infamesrp', 'viktorvolkov', 'gtaroleplay', 'fivem', 'VOLKACIO', 'Español', 'GTARP', 'fib', 'roleplay']",Grand Theft Auto V,32982,35999968,12671
1107,mandzio,pl,['Polski'],Just Chatting,509658,24558341,32636
1108,maciejay,en,"['English', 'DropsEnabled']",Spectre Divide,1451084268,122320848,25032
1109,magical,ru,magical,Casino Master 4.0,1673997777,45106244,13092
1110,matsuri_hs,ja,['日本語'],Hearthstone,138585,157825412,7375
1111,mazarin1k,cs,"['Čeština', 'Slovenština', 'Novinky']",Escape from Tarkov,491931,27186524,6117
1112,mcgribbles,en,"['asmr', 'pokemon', 'English']",PUBG: BATTLEGROUNDS,493057,90387538,189
1113,membtv,en,"['English', 'Tournament', 'Esports', 'Caster', 'Casting', 'RTS', 'competitve', 'Host', 'EnhancedBroadcast', 'theviper']",Age of Empires II,13389,2400710,9096
1114,mendo,en,"['DROPS', 'English', 'race', 'Hardcore', 'Rank1']",Mortal Online 2,517282,57717183,22346
1115,maau,es,['Español'],Just Chatting,509658,47594707,7326
1116,miikelmst,es,"['españa', 'español', 'miikelmst', 'futchampions', 'Español', 'eafc24', 'fifa24', 'FC24']",EA Sports FC 24,143106037,53567674,14481
1117,mistercop,ru,"['шизофрения', 'Фокусы', 'Социопатия', 'Русский']",Path of Exile,29307,57116735,7587
1118,menostrece,es,['Español'],Black Myth: Wukong,519291,85652487,51142
1119,makatao,ru,"['Шутер', 'рофлы', 'Русский', 'никакойполитики', 'игроквигры']",Delta Force,1282866981,44057119,21255
1120,maya,en,['English'],Just Chatting,509658,235835559,26671
1121,method,en,"['Race', 'Tournament', 'RWF', 'Wow', 'Dragonflight', 'Method', 'MeetMethod', 'English']",World of Warcraft,18122,121649330,9431
1122,mightyteapot,en,"['GuildWars2', 'MMO', 'English', 'MMORPG', 'DropsEnabled']",Guild Wars 2,19357,44034733,12703
1123,mistermv,fr,['Français'],Special Events,509663,28575692,90944
1124,mlchoins,ko,['한국어'],Just Chatting,509658,134639274,9619
1125,mokouliszt1,ja,['日本語'],Street Fighter 6,55453844,50967098,11498
1126,magenta62,ko,"['한국어', '댄스', '댄스리액션']",Just Chatting,509658,275644615,18747
1127,momo_sports,zh,['中文'],Sports,518203,506718746,23437
1128,marinemammalrescue,en,"['Educational', 'FamilyFriendly', 'Animals', 'ASMRvisual', 'Rerun', '24HourStream', 'Animals', 'Wildlife', 'English']","Animals, Aquariums, and Zoos",272263131,538506717,26234
1129,melharucos,ru,['Русский'],Just Chatting,509658,26819117,51327
1130,merk,en,['English'],Call of Duty: Warzone,512710,41652,17712
1131,misilia,pl,"['Polski', 'aktorstwogłosowe']",Grand Theft Auto V,32982,38503824,1172
1132,mister903,ko,['한국어'],Art,509660,147090450,14440
1133,mizkif,en,"['ADHD', 'Osteoporosis', 'OTK', 'STARFORGE', 'STEROIDS', 'Vtuber', 'English', 'rplace']",Just Chatting,509658,94753024,152293
1134,moistcr1tikal,en,['English'],Fallout 4,489776,132230344,183916
1135,majuuzinha,pt,['Português'],majuuzinha,majuuzinha,266164775,157
1136,matimi0,en,['English'],Black Myth: Wukong,519291,24198048,10640
1137,maxim,de,"['BesterSpieler', 'Maxim', 'Deutsch']",Black Myth: Wukong,519291,172376071,52815
1138,maximum,en,['English'],World of Warcraft,18122,42490770,54116
1139,masondota2,en,"['English', 'Animals', 'piggy', 'clowngirl']",Dota 2,29595,40754777,61015
1140,mande,en,"['English', 'Balding', 'bald', 'fat', '0iq', '1inch', 'ShortKing', 'Gibberish']",Just Chatting,509658,128856353,26632
1141,mang0,en,"['badass', 'English', 'DropsEnabled']",Spectre Divide,1451084268,26551727,37595
1142,maxi,de,"['Deutsch', 'Sniper', 'german', 'Österreich']",Call of Duty: Warzone,512710,171868899,6273
1143,mckytv,de,['Deutsch'],Special Events,509663,101572475,151647
1144,metashi12,de,['Deutsch'],World of Warcraft,18122,56489971,49032
1145,miniuwa,pl,"['shooter', 'Polski', 'fun']",Escape from Tarkov,491931,31115561,7048
1146,minos,fr,['Français'],Grand Theft Auto V,32982,63985840,14046
1147,malinkaa98,en,['English'],ASMR,509659,248388278,48255
1148,mobuckets,en,['English'],NBA 2K24,623879571,267948159,27559
1149,mathil1,en,['English'],Path of Exile,29307,25575995,42905
1150,maty,de,['Deutsch'],Just Chatting,509658,126324637,10255
1151,meteos,en,['English'],League of Legends,21779,38708489,88
1152,mikeshowsha,it,"['gaming', 'videogiochi', 'games', 'Italiano']",Sports,518203,53097223,17653
1153,miltontpike1,en,['English'],Just Chatting,509658,153314610,16678
1154,mithrain,tr,['Türkçe'],Call of Dragons,561028012,79442833,31584
1155,markitonavaja,es,['Español'],Slots,498566,494026769,52018
1156,maghla,fr,['Français'],Just Chatting,509658,131215608,30006
1157,mastersnakou,fr,"['GoodvibesOnly', 'Français', 'tiktok']",Just Chatting,509658,42141251,25419
1158,matteohs,it,['Italiano'],Just Chatting,509658,124318726,26307
1159,memayoi,th,['Roleplay'],Grand Theft Auto V,32982,158468030,3524
1160,mickalow,fr,"['Français', 'fps', 'multigaming', 'fun', 'Compétitif']",Delta Force,1282866981,30709418,15027
1161,mmorpg,en,"['Juicy', 'English']",Old School RuneScape,459931,41684297,12289
1162,mabzouel,fr,"['Tahiti', 'Français', 'Humour', 'Polynesian']",Call of Duty: Warzone,512710,77148737,12578
1163,mailand,de,"['mailand', 'panzer', 'action', 'realtalk', 'Deutsch', 'DropsAktiviert']",World of Tanks,27546,61776958,17764
1164,makina,es,"['Español', 'Shooter']",Apex Legends,511224,30685416,17645
1165,masayoshi,en,['English'],Just Chatting,509658,46673989,47510
1166,masteerxd,pt,"['Português', 'fps', 'Fortnite']",Fortnite,33214,248926175,15887
1167,mastertay,de,"['UnityLife', 'Deutsch', 'Roleplay', 'Buxtehude', 'UnityLifeDE', 'Mastertay']",I'm Only Sleeping,498592,29214396,8436
1168,melchior,fr,['Français'],Black Myth: Wukong,519291,85977125,12976
1169,micaelala,es,"['IRL', 'Español', 'PequeñaGranComunidad', 'rolplay', 'Roleplay', 'ＧTA5']",Grand Theft Auto V,32982,484399092,4306
1170,magixxlff,ru,"['Русский', 'люблю', 'ПрохожденияБезУбийств', 'искусственныйинтеллект', 'love', 'LFF']",Counter-Strike,32399,236196220,2607
1171,mitdamm,th,"['ไทย', 'ภาษาไทย']",Grand Theft Auto V,32982,485312080,6358
1172,mobilmobil,zh,['中文'],TEKKEN 8,538054672,29518572,38029
1173,moman,fr,"['Français', 'escapefromtarkov', 'EFT', 'tarkov', 'fps', 'CaliRP', 'gta', 'RP']",Escape from Tarkov,491931,18887776,39752
1174,michel,pt,"['Português', 'Imperial', 'FURIA', 'LOUD', 'Tribo', 'MIBR', 'Fluxo', 'paiN', 'VALORANT', 'CS2']",Counter-Strike,32399,75891532,45331
1175,matafe_,en,"['competitive', 'solo', 'ranked', 'algs', 'pro', 'proleague', 'English', 'Anime', 'funny', 'egirl']",Apex Legends,511224,54185820,10015
1176,mattrp,en,"['Roleplay', 'Multiplayer', 'PvP', 'GTARP', 'PoliceRP', 'NoPixel', 'Dogs', 'English', 'onx', 'subathon']",Grand Theft Auto V,32982,20608838,11232
1177,meikodrj,pt,"['Português', 'IRL', 'Gay', 'LGBT', 'Trans', 'gostosa', 'yuri22', 'paulinhooloko', 'gaules', 'loudcoringa']",Just Chatting,509658,187352927,28820
1178,midbeast,en,"['leagueoflegends', 'English', 'LyingEncouraged', 'Manipulator', 'Anime', 'Australia', 'dinosaurs', 'Affectionate', 'Golf', 'trapezoid']",League of Legends,21779,92113890,131160
1179,macaiyla,en,['English'],ELDEN RING,512953,43126328,12897
1180,mixwell,es,"['valorant', 'watchparty', 'Español', 'vct', 'champscostream']",VALORANT,516575,96116107,54105
1181,ml7support,en,"['Support', 'English', 'mL7', 'Ana', 'Kiriko', 'Baptiste', 'Illari', 'DropsEnabled']",Overwatch 2,515025,51929371,23058
1182,methodz,en,"['cdl', 'cod', 'OpTic', 'methodz', 'mlb', 'ncaa', 'college', 'football', 'English']",VALORANT,516575,40541068,16393
1183,marzzzzy,en,"['Cozy', 'Comfy', 'English', 'wholesome']",Black Myth: Wukong,519291,213104821,9407
1184,meowko,en,"['Japan', 'Japanese', 'ADHD', 'IRL', 'English', 'Educational', 'Cosplay', '日本人', '日本語']",Just Chatting,509658,195326003,17995
1185,missasinfonia,es,['Español'],Minecraft,27471,46094501,50288
1186,mahdiba,fr,['Français'],Just Chatting,509658,112523183,11729
1187,mehdideluxe,de,"['gaming', 'VALORANＴ', 'GrandTheftAutoV', 'RP', 'justchattıng', 'Deutsch', 'minecraft', 'eafc24', 'Karrieremodus']",Black Myth: Wukong,519291,136784171,49008
1188,mehdochelive,fr,"['gtarp', 'flashbackWL', 'Français', 'coursepoursuiteGTA', 'Fivem', 'BBD', 'BigDips']",Grand Theft Auto V,32982,169558955,3060
1189,melina,en,['English'],Just Chatting,509658,409624608,54589
1190,manyrin,ru,['Русский'],Just Chatting,509658,53999900,28957
1191,ming,en,['English'],Grand Theft Auto V,32982,40114747,7005
1192,momo,en,"['VTuber', 'Depression', 'LGBTQ', 'English', 'ONX']",Just Chatting,509658,38852102,24837
1193,marex,fr,"['Français', 'Evolve', 'i']",Just Chatting,509658,161006524,19521
1194,mery_soldier,es,"['Español', 'Variety', 'playingwithhviewers']",World of Warcraft,18122,95865289,11592
1195,miniminter,en,['English'],Just Chatting,509658,39894746,28986
1196,mahluna,de,['Deutsch'],Chess,743,151883075,29429
1197,markilokurasy,es,['Español'],VALORANT,516575,75802639,1
1198,mayichi,es,"['España', 'Michis', 'Español', 'LocaDeLosGatos', '1K', 'omenhp']",Just Chatting,509658,94055227,43298
1199,mistafaker,ru,['Русский'],Casino Simulator,1506110656,45912780,13208
1200,manvsgame,en,['English'],Into the Breach,495636,8330235,15917
1201,mouzakrobat,de,"['Deutsch', 'DropsAktiviert']",World of Tanks,27546,97903976,13067
1202,mr_wuco,zh,['中文'],Hearthstone,138585,80731615,14896
1203,natehill,en,['English'],League of Legends,21779,181224914,19653
1204,nightblue3,en,['English'],League of Legends,21779,26946000,52721
1205,moonryde,it,"['fps', 'Italiano', 'warzone', 'godwager', 'ita', 'Drop', 'MWIII', 'battleroyale', 'moonryde']",Black Myth: Wukong,519291,48192899,59135
1206,nakoo_fn,es,['Español'],Fortnite,33214,422770569,28180
1207,naru,tr,['Türkçe'],League of Legends,21779,38287412,20147
1208,naughty,en,"['PC', 'Controller', 'Apex', 'Aimbot', 'BloodHound', 'English', 'horizon', 'Bangalore']",Apex Legends,511224,154452148,4582
1209,nihachu,en,"['MentalHealth', 'English']",ROBLOX,23020,123512311,47544
1210,mynthos,fr,"['Français', 'mynthos', 'jus', 'juicy', 'maitre', 'puso', 'goulu', 'gagak', 'simulator']",Just Chatting,509658,28585164,26016
1211,mrbboy45,fr,"['anglais', 'horror', 'Français', 'GTA', 'GTARP']",Just Chatting,509658,21080562,11175
1212,mrcreatifee,pl,"['Polski', 'Rp', 'GTA', 'AktorstwoGłosowe', 'Roleplay']",Sons of the Forest,515479,277112216,20347
1213,mrsoki,es,"['callofduty', 'cod', 'soki', 'mrsoki', 'mejor', 'españa', 'español', 'latam', 'nuclear', 'Español']",Call of Duty: Warzone,512710,48437708,49816
1214,mujs_,tr,"['Türkçe', 'Muj', 'deLy', 'VALORANT']",VALORANT,516575,257049727,33208
1215,murdercrumpet,en,"['English', 'LGBT', 'Vtuber', 'ASMR', 'vrchat', 'Furry', 'femboy']",VRChat,499003,277057209,15499
1216,nahzinhaa,pt,"['react', 'csgo', 'Português', 'fps', 'justcchatting', 'calldofduty']",Just Chatting,509658,122734645,24538
1217,nba2kleague,en,"['Esports', 'English', 'NBA2K']",NBA 2K24,623879571,209348876,4095
1218,mongraal,en,['English'],Fortnite,33214,133705618,214377
1219,nezak_,it,['Italiano'],Fortnite,33214,179144678,21425
1220,nimuvt,es,"['IRL', 'Español', 'Vtuber', 'virtualyoutuber', 'gaming', 'NimuVt', 'nimu']",Just Chatting,509658,495899004,73751
1221,nitenightkid,en,"['Jungle', 'Competitive', 'Information', 'Tutorial', 'English']",League of Legends,21779,48946894,677
1222,nephtunie,es,"['Español', 'Vtuber', 'Anime']",Sticky Business,1665995618,130178840,15694
1223,muse_tw,zh,"['中文', '動畫', '木棉花', '馬拉松']",Just Chatting,509658,451374597,19001
1224,natarsha,en,"['Warzone', 'English', 'Canada', 'Australia', 'MnK', 'KBM']",Call of Duty: Warzone,512710,99591839,17786
1225,nein1203,zh,"['中文', '启用掉宝']",Zenless Zone Zero,456845141,64855800,10109
1226,neutren,en,"['English', 'Racing', 'Roleplay', 'VarietyGamer']",Delta Force,1282866981,44371628,12521
1227,noardra,th,"['เปิดใช้งานDropsแล้ว', 'ภาษาไทย', 'ไทย', 'ใช้Dropsได้']",PUBG: BATTLEGROUNDS,493057,228062669,8010
1228,mudynxd,pt,['Português'],Virtual Casino,29452,134118008,12796
1229,nba,en,"['Nba', 'English']",Sports,518203,152984821,1032
1230,newbz,en,['English'],Call of Duty: Warzone,512710,121902166,9131
1231,niklaswilson,de,['Deutsch'],Just Chatting,509658,501438035,33871
1232,nobletofu,en,"['Masculine', 'Toxic', 'Dad', 'Masochist', 'English', 'Bald', 'Speedrun', 'Vegan', 'bigot', 'PvP']",Black Myth: Wukong,519291,148393319,6076
1233,nodolly,ko,['한국어'],Minecraft,27471,131664608,24853
1234,nanayango3o,ko,"['우주대스타', '한국어']",Just Chatting,509658,137640527,23164
1235,msstudio,ru,"['Турнир', 'Киберспорт', 'Герои', 'Соревнования', 'Русский']",Heroes of Might and Magic III: The Restoration of Erathia,12839,406654859,15567
1236,mst3k,en,"['English', 'MST3K', 'Movies', 'Movie', 'TV', 'Retro', 'AlwaysOn', 'Television', 'Comedy', 'Marathon']",Always On,499973,105623158,9120
1237,naseongkim,ko,['한국어'],Just Chatting,509658,103991968,24826
1238,nenecreative,es,['Español'],Rocket League,30921,106594300,10908
1239,nick28t,en,"['f1', 'escapefromtarkov', 'LUFC', 'english', 'ultimateteam', 'soccer', 'Football', 'tarkov', 'English']",Escape from Tarkov,491931,49303276,28366
1240,nickmercs,en,['English'],EA Sports College Football 25,232131679,15564828,281739
1241,nohandsgamer,en,"['English', 'Standard', 'hearthstone']",Hearthstone,138585,188965645,6788
1242,mr_mammal,en,['English'],The Witcher 3: Wild Hunt,115977,44858482,8907
1243,nanajam777,ko,"['우정잉', '우엉징', '야랄', '누룽지', '한국어']",Just Chatting,509658,150664679,12768
1244,nateos,fr,"['Français', 'blanc', 'pasbelge', 'naruto', 'daikiru', 'kaguya', 'fsc']",Garry's Mod,18846,267603990,21053
1245,nefastone,it,"['italiano', 'Competitivo', 'Italiano']",Clash Royale,491168,263392353,9475
1246,nicewigg,en,['English'],Among Us,510218,415954300,83585
1247,nickdaboom,es,"['lol', 'arg', 'AMA', 'Español', 'lck', 'LCK', 'España', 'México']",League of Legends,21779,54319112,14403
1248,mutex,en,"['Pro', 'English', 'warzone', 'mutex', 'MUMU', 'french', 'Arabic']",Call of Duty: Warzone,512710,98506045,77579
1249,murda,en,['English'],Just Chatting,509658,78397626,15158
1250,myth,en,myth,myth,myth,110690086,45648
1251,naguura,en,"['English', 'Educational', 'Moonkin', 'TheWarWithin', 'MythicPlusKeys', 'Dungeons', 'Mythic']",World of Warcraft,18122,39159998,33945
1252,neoness007,en,"['Warframe', 'PlayingWithViewers', 'NewPlayerFriendly', 'Farming', 'BeginnerPlayers', 'HelpingNewPlayers', 'AMA', 'FreeRewards', 'RewardsEnabled', 'English']",Warframe,66170,62502182,4291
1253,nerdstreet,en,"['esports', 'Tournament', 'English']",Super Smash Bros. Ultimate,504461,97876585,2144
1254,nikof,fr,"['Nikof', 'Français', 'M8WIN']",Fortnite,33214,110119637,14095
1255,noctisak47,th,"['ภาษาไทย', 'ไทย']",Dota 2,29595,141414675,14510
1256,move_mind,pt,"['Português', 'gta', 'cod', 'csgo']",Just Chatting,509658,104320683,24471
1257,navcia,pl,"['irl', 'chilly', 'polish', 'Polski', 'Online', 'CoStream']",Just Chatting,509658,41180913,5784
1258,nemo_good,ja,['日本語'],Street Fighter 6,55453844,161835870,6715
1259,nniru,ja,['日本語'],Apex Legends,511224,460120312,30453
1260,noahreyli,de,['Deutsch'],Fortnite,33214,146994920,50962
1261,naded,en,"['Hype', 'React', 'Comedy', 'Gaming', 'Bald', 'Roblox', 'Halo', 'Pets', 'Roast', 'Pro']",Halo: The Master Chief Collection,417969,4331474,3620
1262,multiplayerit,it,"['italiano', 'news', 'videogiochi', 'Italiano', 'quattrochiacchiere', 'justchatting', 'gamescom', 'gamescom2024', 'openingnightlive2024']",Special Events,509663,48199446,4809
1263,natalan,es,"['Guatemala', 'México', 'Español']",Just Chatting,509658,189260132,31352
1264,natsumiii,en,"['Singing', 'English', 'Chill', 'VTuberSometimes', '한국어', '廣東話Cantonese']",PlateUp!,1115711128,42177890,53903
1265,nmplol,en,"['English', 'otk', 'Funny', 'food', 'Cooking', 'Depression', 'MEN']",Just Chatting,509658,21841789,143703
1266,moondye7,de,"['german', 'deutsch', 'dj', 'react', 'pvp', 'multiplayer', 'survival', 'openworld', 'GIgaChad', 'battleroyale']",Escape from Tarkov,491931,35933008,717
1267,mount,pt,['Português'],Just Chatting,509658,58115154,41607
1268,murilosoo,pt,['Português'],Just Chatting,509658,202987684,40
1269,mym_alkapone,es,"['viejito', 'pasosekiro', 'noterminoNier', 'Español', 'CampeonHormigeo2', 'NoJuegoBaldurs', 'DerrotoAMalieniaRapido', 'expulidordediscos', 'SpeedRunnerdeOutlast']",Black Myth: Wukong,519291,31478096,45478
1270,mysportsch,de,"['WinterSports', 'ActionSports', 'MatchCommentary', 'Deutsch']",NHL 23,731327454,586801846,1419
1271,neimki,en,['English'],Just Chatting,509658,690743438,15214
1272,ness,pt,['Português'],Hearthstone,138585,106690387,10008
1273,nix,ru,['Русский'],Just Chatting,509658,67708794,27661
1274,moonmoon,en,['English'],Black Myth: Wukong,519291,121059319,109007
1275,mrstiventc,es,['Español'],Just Chatting,509658,517677074,33167
1276,mywtheking,fr,['Français'],League of Legends,21779,42120234,9308
1277,nbcolympics,en,nbcolympics,Sports,518203,492141441,26
1278,nikolarn,en,"['Giveaway', 'English', 'ADHD']",Counter-Strike,32399,66272442,24256
1279,ninja,en,"['English', 'Fortnite', 'Gamer', 'Funny', 'Professional', 'battleroyale', 'Competitive', 'drinknutcase', 'ninja', 'Boomer']",Fortnite,33214,19571641,227793
1280,mrsheeplive,en,"['history', 'English']",For Honor,490382,169153562,467
1281,mymtumtum69,es,"['Español', 'Vtuber', 'mexicano', 'tumtum', 'apuestas', 'DIV', 'botinrenacido']",Carreras de Velocidad,1489303939,42999001,10978
1282,nannitwitch,it,"['LGBTQIAPlush', 'Music', 'Gaming', 'Italiano']",Just Chatting,509658,513749125,11007
1283,nissaxter,es,"['lol', 'Ranked', 'Español', 'ADC']",League of Legends,21779,42351942,44834
1284,nobru,pt,nobru,Garena Free Fire,502732,506590738,74581
1285,monstercat,en,"['DJ', 'MusicEvents', 'English', 'DanceMusic', 'ElectronicMusic']",Music,26936,27446517,7230
1286,msmsms213,ko,['한국어'],Just Chatting,509658,138117005,14063
1287,muangfang,th,"['thai', 'thailand', 'ภาษาไทย']",Grand Theft Auto V,32982,687696459,5212
1288,mulder,ru,"['drops', 'ДропсыВключены', 'Русский']",Dead by Daylight,491487,114010306,10963
1289,naowh,en,"['PvE', 'MDI', 'TGP', 'Retail', 'Raid', 'Tanking', 'DemonHunter', 'Dragonflight', 'English', 'Dungeons']",World of Warcraft,18122,53649632,41522
1290,nikitonipongotv,es,['Español'],VALORANT,516575,127443997,24235
1291,monodie,fr,"['Français', 'DropsActivés']",Eco,6959,138657790,7711
1292,mukai_fps,ja,"['雑談', 'ネタバレ禁止', '日本語']",Apex Legends,511224,131574416,28641
1293,mushway,fr,['Français'],VALORANT,516575,81432617,17471
